NLB004389_01	Rijke_God_hoe_is_mijn_boeltje_dus_wild
NLB073274_01	Zeg_meisjelief_waar_weent_gij_om_2
NLB073275_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073277_01	Zolang_de_boom_zal_bloeien_1
NLB073278_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB073283_02	Ik_heb_de_groene_straten_2
NLB073285_01	In_Frankrijk_buiten_de_poorten_4
NLB073286_01	Wat_zag_ik_daar_van_verre_1
NLB073287_01	Daar_was_laatstmaal_een_ruiter_2
NLB073287_02	Daar_was_laatstmaal_een_ruiter_2
NLB073288_01	In_Amsterdam_die_vergulde_stad
NLB073289_01	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB073294_01	In_Amsterdam_die_vergulde_stad_VAR
NLB073295_01	Ik_kwam_laatstmaal_over_bergen_en_dalen_1
NLB073296_01	En_er_waren_eens_twee_zoeteliefjes
NLB073298_01	Zolang_de_boom_zal_bloeien_1
NLB073300_01	Een_meisje_van_achttien_jaren
NLB073301_01	Hoort_mensen_hoort_een_lied
NLB073303_01	In_Frankrijk_buiten_de_poorten_2
NLB073304_01	Wat_zag_ik_daar_van_verre_1
NLB073305_01	Ik_voer_laatst_met_mijn_schuitje
NLB073306_01	Daar_was_laatstmaal_een_ruiter_1
NLB073306_02	Daar_was_laatstmaal_een_ruiter_1
NLB073306_05	Daar_was_laatstmaal_een_ruiter_1
NLB073307_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073309_01	De_ruiter_met_zijn_blanke_zwaard_2
NLB073311_01	Soldaat_kwam_uit_de_oorlog
NLB073314_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB073315_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB073316_01	Daar_zou_er_een_maagdje_vroeg_opstaan_1
NLB073317_01	Wie_komt_er_kloppen_al_aan_de_deur
NLB073318_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073320_01	Het_kluchtje_van_fortuin_1
NLB073323_01	Er_zat_laatstmaal_zo_heb_ik_gelezen
NLB073324_01	Een_Soudaan_had_een_dochtertje_1
NLB073326_01	Heer_Halewijn_4
NLB073328_02	Er_was_eens_een_boer_met_zo_n_groot_getal
NLB073329_01	Daar_zou_er_een_maagdje_vroeg_opstaan_2
NLB073331_01	En_er_waren_eens_twee_zoeteliefjes
NLB073332_01	In_Amsterdam_die_vergulde_stad
NLB073333_01	Er_reed_er_eens_een_ruiter_1
NLB073334_01	Ik_heb_de_groene_straten_2
NLB073336_01	De_ruiter_met_zijn_blanke_zwaard_2
NLB073337_02	Daar_was_laatstmaal_een_ruiter_2
NLB073339_01	Er_was_een_herderinnetje_1
NLB073342_01	Daar_was_een_vrouw_zeer_jong_van_jaren_2
NLB073345_01	Henris_drinklied
NLB073349_01	Het_is_van_een_rijk_en_edel_man_zeer_3
NLB073350_01	Een_meisje_zedig_en_vol_van_deugd
NLB073358_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073359_01	Zolang_de_boom_zal_bloeien_3
NLB073360_01	Toen_ik_stond_op_hoge_bergen_1
NLB073361_01	Toen_ik_stond_op_hoge_bergen_1
NLB073363_01	Andreas_Hofer
NLB073365_01	Daar_was_een_meisje_jong_van_jaren_1
NLB073365_02	Daar_was_een_meisje_jong_van_jaren_1
NLB073367_01	Een_voerman_jong_van_jaren
NLB073369_01	Mijn_Julia_is_mij_ontnomen
NLB073370_01	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB073371_01	Toen_ik_stond_op_hoge_bergen_1
NLB073372_01	Het_was_op_een_donderdagavond_4
NLB073373_02	Daar_zou_er_een_maagdje_vroeg_opstaan_4
NLB073374_01	Lieve_schipper_vaar_me_over_1
NLB073375_01	Mijn_vader_zei_laatst_tegen_mij
NLB073376_01	Het_was_op_een_oudejaarsavond
NLB073381_01	Ik_ben_er_van_deze_morgen_vroeg_opgestaan
NLB073382_01	Het_was_op_een_oudejaarsavond
NLB073385_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073386_01	Ik_heb_de_groene_straten_2
NLB073387_01	Daar_waren_eens_twee_boerenzoons_1
NLB073387_02	Daar_waren_eens_twee_boerenzoons_1
NLB073388_01	Mijn_vader_zei_laatst_tegen_mij
NLB073390_01	In_Frankrijk_buiten_de_poorten_2
NLB073391_01	O_God_waar_zou_mijn_minnaar_wezen
NLB073392_01	Toen_ik_stond_op_hoge_bergen_1
NLB073393_01	Soldaat_kwam_uit_de_oorlog
NLB073395_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073404_01	Kom_laat_ons_nu_zo_stil_niet_zijn_1
NLB073405_01	Daar_wou_er_een_visser_uit_vissen_gaan_1
NLB073411_01	Het_was_een_meisje_vroeg_opgestaan_1
NLB073414_01	De_ruiter_met_zijn_blanke_zwaard_2
NLB073415_01	De_ruiter_met_zijn_blanke_zwaard_3
NLB073416_01	In_Frankrijk_buiten_de_poorten_2
NLB073421_01	Zolang_de_boom_zal_bloeien_3
NLB073422_01	Het_was_een_meisje_vroeg_opgestaan_1
NLB073424_01	In_Frankrijk_buiten_de_poorten_2
NLB073426_01	Daar_reed_een_jonkheer_1
NLB073427_01	Heer_Halewijn_6
NLB073441_01	Ik_stond_op_hoge_bergen_1
NLB073447_01	De_drie_koningsdochtertjes_8
NLB073448_01	In_Frankrijk_buiten_de_poorten_2
NLB073449_01	Aan_de_oever_van_een_snelle_vliet_1
NLB073451_01	Schone_schipper_wacht_u_nog_een_keer
NLB073470_01	Wie_komt_er_kloppen_al_aan_de_deur
NLB073474_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073475_01	Van_de_stuurse_maagd
NLB073477_01	Er_zou_eens_een_jager_uit_jagen_gaan_5
NLB073479_01	Daar_was_een_meisje_jong_van_jaren_1
NLB073481_01	Op_een_vroege_morgenstond
NLB073483_01	Daar_was_laatstmaal_een_ruiter_2
NLB073484_01	Er_was_eens_een_jongen_zo_goedig_en_trouw
NLB073485_01	Kom_laat_ons_nu_zo_stil_niet_zijn_2
NLB073486_01	Het_was_op_een_driekoningenavond_1
NLB073489_01	Daar_zou_er_een_maagdje_vroeg_opstaan_2
NLB073494_01	Daar_was_laatst_een_meisje_loos_3
NLB073512_01	De_ruiter_met_zijn_blanke_zwaard_1
NLB073515_01	In_Frankrijk_buiten_de_poorten_2
NLB073516_01	Het_was_laatst_op_een_zomerdag
NLB073517_01	Daar_was_laatst_een_meisje_loos_1
NLB073519_01	Ik_ben_er_van_deze_morgen_vroeg_opgestaan
NLB073523_01	Daar_was_eens_een_oud_soldaat
NLB073537_01	In_Amsterdam_die_vergulde_stad
NLB073538_01	Ik_heb_de_groene_straten_4
NLB073539_01	Daar_zou_er_een_maagdje_vroeg_opstaan_4
NLB073540_02	Toen_ik_stond_op_hoge_bergen_1
NLB073544_01	Daar_zou_er_een_maagdje_vroeg_opstaan_5
NLB073545_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB073546_01	De_elf_officieren
NLB073549_01	Mars_van_Dessau
NLB073552_01	In_Frankrijk_buiten_de_poorten_7
NLB073553_01	Zolang_de_boom_zal_bloeien_3
NLB073558_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073559_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB073561_01	Andreas_Hofer
NLB073562_01	Kom_laat_ons_nu_zo_stil_niet_zijn_1
NLB073565_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073566_01	Het_was_een_meisje_vroeg_opgestaan_1
NLB073567_02	In_Frankrijk_buiten_de_poorten_2
NLB073573_01	Toen_ik_stond_op_hoge_bergen_1
NLB073583_01	Lieve_schipper_vaar_me_over_3
NLB073588_01	Daar_ging_een_heer_1
NLB073592_01	Daar_is_een_vrouw_maagd_vroeg_opgestaan
NLB073595_02	De_liefde_is_wonder_1
NLB073600_01	Het_was_al_op_een_zondagmorgen_3
NLB073602_01	En_daar_was_een_boerenmeisje_2
NLB073604_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB073606_01	Er_was_een_herderinnetje_3
NLB073608_01	Daar_was_een_meisje_jong_van_jaren_1
NLB073608_02	Daar_was_een_meisje_jong_van_jaren_1
NLB073610_01	Daar_gebeuren_vieze_toeren
NLB073615_01	De_ruiter_met_zijn_blanke_zwaard_1
NLB073619_01	De_ruiter_met_zijn_blanke_zwaard_2
NLB073621_01	Toen_ik_stond_op_hoge_bergen_1
NLB073622_01	De_drie_koningsdochtertjes_8
NLB073624_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB073624_02	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB073625_01	Toen_ik_op_Neerlands_bergen_stond
NLB073626_01	Zolang_de_boom_zal_bloeien_1
NLB073628_01	Daar_was_laatstmaal_een_ruiter_2
NLB073633_01	Er_zou_eens_een_jager_uit_jagen_gaan_3
NLB073639_01	Daar_was_laatstmaal_een_ruiter_2
NLB073640_02	Schone_schipper_wacht_u_nog_een_keer
NLB073640_03	Schone_schipper_wacht_u_nog_een_keer
NLB073644_01	Hoort_vrienden_hoort_dit_droevig_lot
NLB073664_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB073665_01	Ihr_die_ihr_Triebe_des_Herzens_kennt
NLB073668_01	Daar_waren_twee_koningskinderen_4
NLB073672_01	Daar_ging_een_heer_1
NLB073673_01	Daar_is_een_vrouw_maagd_vroeg_opgestaan
NLB073674_01	Aan_de_oever_van_een_snelle_vliet_1
NLB073675_01	Een_man_en_vrouw_leefden_in_vriendschap_1
NLB073681_01	Daar_ging_een_heer_1
NLB073682_01	Snitser_merke
NLB073684_01	En_een_boerin_van_Bakel
NLB073685_01	Ik_kwam_laatst_eens_in_de_stad
NLB073686_01	Het_was_op_een_donderdagavond_4
NLB073687_01	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB073690_01	Zachtjes_klinkt_het_avondklokje
NLB073696_01	Mijn_vader_zei_laatst_tegen_mij
NLB073699_01	Een_Soudaan_had_een_dochtertje_2
NLB073701_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB073702_01	En_daar_was_een_boerenmeisje_1
NLB073704_02	Er_stond_een_oproep_in_de_krant
NLB073709_01	Een_Soudaan_had_een_dochtertje_1
NLB073743_01	Daar_ging_een_heer_1
NLB073746_01	Toen_ik_stond_op_hoge_bergen_1
NLB073747_01	Een_schone_Anna_diende_2
NLB073748_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB073749_01	Ontzettend_is_het_geval
NLB073750_01	Heer_Halewijn_2
NLB073754_01	Heer_Halewijn_2
NLB073755_01	Ik_kwam_laatstmaal_over_bergen_en_dalen_1
NLB073756_01	Daar_was_laatstmaal_een_ruiter_1
NLB073756_02	Daar_was_laatstmaal_een_ruiter_1
NLB073756_06	Daar_was_laatstmaal_een_ruiter_1
NLB073757_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB073762_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073768_01	Zachtjes_klinkt_het_avondklokje
NLB073770_01	Ik_ben_er_van_deze_morgen_vroeg_opgestaan
NLB073771_02	Wat_zag_ik_daar_van_verre_1
NLB073774_01	Toen_ik_stond_op_hoge_bergen_1
NLB073775_02	Er_was_een_meisje_van_zestien_jaren_1
NLB073776_01	In_Amsterdam_die_vergulde_stad_VAR
NLB073777_01	Het_was_laatst_op_een_zomerdag
NLB073778_01	Daar_was_laatstmaal_een_ruiter_3
NLB073780_01	Daar_zou_er_een_maagdje_vroeg_opstaan_1
NLB073783_01	Ik_ben_er_laatst_door_een_straatje_gegaan_2
NLB073784_02	In_Frankrijk_buiten_de_poorten_1
NLB073788_01	Er_was_een_koopman_rijk_en_machtig
NLB073789_01	Ik_heb_de_groene_straten_2
NLB073798_01	In_Frankrijk_buiten_de_poorten_2
NLB073799_03	Daar_achter_in_die_velden
NLB073802_01	Bei_Leuna_sind_viele_gefallen
NLB073803_01	Ik_kwam_laatst_eens_in_de_stad
NLB073804_02	Een_lindeboom_stond_in_het_dal_1
NLB073805_01	Daar_was_laatst_een_turfboer
NLB073806_02	De_loze_schippersvent
NLB073810_01	Jan_Lummel_had_zo_n_zin_aan_het_vrouwelijk_geslacht
NLB073821_01	Daar_zou_er_een_maagdje_vroeg_opstaan_4
NLB073822_01	Daar_ging_een_heer_1
NLB073823_01	Ach_Tjanne_zei_hij_Tjanne_4
NLB073824_01	De_spreuk_die_zegt_de_liefde_is_blind
NLB073824_02	De_spreuk_die_zegt_de_liefde_is_blind
NLB073825_01	Ik_ging_laatstmaal_eens_uit_wandelen
NLB073826_02	Ik_had_een_goed_gedacht_2
NLB073832_01	Mem_wie_motte_breit_ha
NLB073832_07	Mem_wie_motte_breit_ha
NLB073833_01	Suikerjantje
NLB073840_01	Mem_wie_motte_breit_ha
NLB073855_01	Zeg_pelgrim_ziet_gij_1
NLB073856_01	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB073857_01	Drie_schuintamboers
NLB073859_01	Het_was_kermis_in_ons_kleine_dorp
NLB073862_01	Er_woonde_een_vrouwtje_al_over_het_bos
NLB073866_01	Een_lindeboom_stond_in_het_dal_1
NLB073867_01	Op_een_vroege_morgenstond
NLB073871_01	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB073871_03	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB073875_01	Daar_is_een_vrouw_maagd_vroeg_opgestaan
NLB073876_01	O_Straatsburg_en_o_Straatsburg
NLB073877_01	Liefde_heeft_toch_wondere_krachten_1
NLB073877_02	Liefde_heeft_toch_wondere_krachten_1
NLB073879_02	Ik_kwam_laatst_eens_in_de_stad
NLB073880_01	Ik_ging_laatstmaal_eens_uit_wandelen
NLB073882_01	De_drie_koningsdochtertjes_8
NLB073885_01	Kom_jongedochters_wil_even_toeven
NLB073888_01	Soldaat_kwam_uit_de_oorlog
NLB073889_01	Daar_zat_een_uil_en_spon_2
NLB073890_01	Drie_schuintamboers
NLB073892_01	Hoe_zoet_is_het_eerlijk_minnen_1
NLB073893_01	Er_zou_eens_een_jager_uit_jagen_gaan_5
NLB073894_01	Mars_van_de_schutters
NLB073895_01	Ik_kwam_laatst_eens_in_de_stad
NLB073896_01	Moeder_ik_kom_u_een_woordje_vragen
NLB073896_02	Moeder_ik_kom_u_een_woordje_vragen
NLB073897_01	Zolang_de_boom_zal_bloeien_1
NLB073898_01	Daar_zou_er_een_maagdje_vroeg_opstaan_1
NLB073900_01	Het_vierde_gebod_dat_wordt_niet_onderhouden
NLB073903_01	Daar_zou_er_een_maagdje_vroeg_opstaan_5
NLB073909_01	Credo
NLB073914_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB073916_01	Er_was_een_herderinnetje_2
NLB073917_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB073918_01	Ik_voer_laatst_met_mijn_schuitje
NLB073920_01	Daar_zou_er_een_maagdje_vroeg_opstaan_3
NLB073921_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB073921_02	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB073925_01	Heer_Halewijn_4
NLB073929_01	Daar_reed_een_jonkheer_1
NLB073931_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB073933_01	Er_reed_er_eens_een_ruiter_3
NLB073934_01	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB073936_01	Luister_oud_en_jong_van_jaren_2
NLB073937_01	Luister_oud_en_jong_van_jaren_3
NLB073938_01	Al_in_die_stad_van_Wenen_1
NLB073939_01	Kom_laat_ons_nu_zo_stil_niet_zijn_1
NLB073941_02	Een_meisje_van_achttien_jaren
NLB073944_01	Ik_heb_de_groene_straten_4
NLB073945_01	Zolang_de_boom_zal_bloeien_4
NLB073946_01	Het_was_laatst_op_een_zomerdag
NLB073947_01	Toen_ik_op_Neerlands_bergen_stond
NLB073948_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB073951_01	De_ruiter_met_zijn_blanke_zwaard_1
NLB073955_01	Daar_was_eens_een_boer_1
NLB073957_01	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB073958_01	Ik_kwam_laatst_eens_in_de_stad
NLB073960_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB073961_02	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB073962_01	Credo
NLB073964_01	Snitser_merke
NLB073965_02	Een_koopmanszoon_het_was_een_enigst_kind
NLB073966_01	Op_een_vroege_morgenstond
NLB073990_01	Daar_was_laatstmaal_een_ruiter_2
NLB073991_02	Wat_zag_ik_daar_van_verre_1
NLB073992_01	Soldaat_kwam_uit_de_oorlog
NLB073993_01	In_Frankrijk_buiten_de_poorten_2
NLB073994_01	Heer_Halewijn_2
NLB073996_01	Daar_zou_er_een_maagdje_vroeg_opstaan_1
NLB073997_01	Wat_zag_ik_daar_van_verre_1
NLB073998_01	Er_was_een_koopman_rijk_en_machtig
NLB074001_01	Ik_ben_er_van_deze_morgen_vroeg_opgestaan
NLB074001_02	Ik_ben_er_van_deze_morgen_vroeg_opgestaan
NLB074002_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB074002_02	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB074002_03	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB074003_01	Heer_Halewijn_4
NLB074004_01	Daar_ging_een_heer_1
NLB074006_01	Daar_was_eens_een_boer_1
NLB074007_01	O_God_ik_leef_in_nood
NLB074023_01	Daar_waren_eens_twee_boerenzoons_1
NLB074023_02	Daar_waren_eens_twee_boerenzoons_1
NLB074023_03	Daar_waren_eens_twee_boerenzoons_1
NLB074024_01	Toen_ik_stond_op_hoge_bergen_1
NLB074026_01	Mijn_schat_is_een_matroos_2
NLB074028_01	Daar_reed_een_jonkheer_1
NLB074033_01	Daar_was_laatstmaal_een_ruiter_1
NLB074033_04	Daar_was_laatstmaal_een_ruiter_1
NLB074035_01	O_dag_o_lang_gewenste_dag_3
NLB074036_01	De_loze_schippersvent
NLB074037_01	Ik_kwam_laatstmaal_over_bergen_en_dalen_1
NLB074038_01	O_God_ik_leef_in_nood
NLB074039_01	Daar_ging_een_heer_2
NLB074039_02	Daar_ging_een_heer_2
NLB074043_01	Daar_was_laatst_een_boerenmeid
NLB074045_01	In_Frankrijk_buiten_de_poorten_5
NLB074046_01	Daar_was_laatst_een_meisje_loos_1
NLB074047_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB074047_03	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB074048_02	Daar_ging_een_heer_1
NLB074053_01	De_ruiter_met_zijn_blanke_zwaard_1
NLB074054_02	Daar_was_laatstmaal_een_ruiter_3
NLB074055_01	Daar_zou_er_een_maagdje_vroeg_opstaan_3
NLB074059_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB074060_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB074061_01	Het_vierde_gebod_dat_wordt_niet_onderhouden
NLB074062_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB074063_01	Daar_zou_er_een_maagdje_vroeg_opstaan_3
NLB074064_01	Op_een_vroege_morgenstond
NLB074071_01	Schoonlief_ontwaak_het_is_middernacht
NLB074072_01	Credo
NLB074074_01	Aanhoort_en_ziet_Gods_wonderwerken
NLB074077_02	Ik_kwam_laatst_eens_in_de_stad
NLB074084_01	Toen_God_de_wereld_heeft_geschapen_1
NLB074087_01	Een_maatschappij_is_uitgevonden
NLB074089_01	Daar_achter_in_die_velden
NLB074097_01	Kommt_ein_Vogel_geflogen
NLB074098_01	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB074098_03	Vrienden_kom_hier_en_luister_naar_mijn_lied_1
NLB074099_01	Komt_jongens_hoort_dit_lied
NLB074100_01	Zolang_de_boom_zal_bloeien_1
NLB074101_01	Het_was_een_meisje_vroeg_opgestaan_2
NLB074102_01	O_Oldenburg_von_heute
NLB074104_01	Het_was_laatst_op_een_zomerdag
NLB074105_01	Hoe_druipt_uw_degen_zo_van_bloed
NLB074109_01	Ik_ben_er_van_deze_morgen_vroeg_opgestaan
NLB074112_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB074115_01	Toen_ik_stond_op_hoge_bergen_1
NLB074116_01	Zachtjes_klinkt_het_avondklokje
NLB074124_01	Daar_was_een_vrouw_zeer_jong_van_jaren_1
NLB074125_01	O_meisjes_als_ik_u_zo_jong_moet_derven_1
NLB074126_01	Een_boerman_had_een_domme_zin_3
NLB074127_01	Lieve_schipper_vaar_me_over_2
NLB074134_01	Er_reed_er_eens_een_ruiter_2
NLB074134_02	Er_reed_er_eens_een_ruiter_2
NLB074134_03	Er_reed_er_eens_een_ruiter_2
NLB074137_01	Laatst_trok_een_bakker_uit_vrijen_2
NLB074147_01	Het_was_al_op_een_zondagmorgen_2
NLB074150_01	Het_was_op_een_oudejaarsavond
NLB074150_02	Het_was_op_een_oudejaarsavond
NLB074154_01	Mijn_vader_zei_laatst_tegen_mij
NLB074156_03	Heer_Halewijn_2
NLB074157_01	Soldaat_kwam_uit_de_oorlog
NLB074159_01	De_ruiter_met_zijn_blanke_zwaard_2
NLB074159_03	De_ruiter_met_zijn_blanke_zwaard_2
NLB074160_01	De_ruiter_met_zijn_blanke_zwaard_3
NLB074161_01	Soldaat_kwam_uit_de_oorlog
NLB074164_01	Schone_schipper_wacht_u_nog_een_keer
NLB074165_01	In_Frankrijk_buiten_de_poorten_2
NLB074166_01	Het_was_laatst_op_een_zomerdag
NLB074167_01	Zeg_pelgrim_ziet_gij_1
NLB074172_01	Daar_was_laatst_een_boerinnetje
NLB074176_01	De_ruiter_met_zijn_blanke_zwaard_2
NLB074176_02	De_ruiter_met_zijn_blanke_zwaard_2
NLB074177_01	Het_was_in_het_bloeien_van_mijn_jaren
NLB074177_02	Het_was_in_het_bloeien_van_mijn_jaren
NLB074181_01	Ik_ging_laatst_met_mijn_spinnewiel
NLB074182_01	Zolang_de_boom_zal_bloeien_1
NLB074200_01	Daar_was_laatst_een_boerinnetje
NLB074201_01	Een_man_en_vrouw_leefden_in_vriendschap_2
NLB074203_01	Ik_heb_gespeeld_al_met_mijnheer_de_Graaf
NLB074206_01	Es_wollte_ein_Mädchen_früh_aufstehen
NLB074207_01	Daar_zou_er_een_maagdje_vroeg_opstaan_1
NLB074209_01	Wie_schön_leuchtet_der_Morgenstern
NLB074210_01	Daar_was_laatst_een_turfboer
NLB074211_01	In_Frankrijk_buiten_de_poorten_1
NLB074211_03	In_Frankrijk_buiten_de_poorten_1
NLB074212_01	Daar_was_laatst_een_boerinnetje
NLB074213_01	Er_was_eens_een_boer_met_zo_n_groot_getal
NLB074215_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB074215_02	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB074216_01	Heer_Halewijn_4
NLB074221_01	Daar_was_laatst_een_turfboer
NLB074223_01	Ik_stond_op_hoge_bergen_1
NLB074226_01	In_Frankrijk_buiten_de_poorten_5
NLB074226_02	In_Frankrijk_buiten_de_poorten_5
NLB074227_01	Daar_ging_een_heer_1
NLB074228_01	Daar_was_eens_een_molenaarszoon_1
NLB074229_01	Laatst_trok_een_bakker_uit_vrijen_2
NLB074231_01	Komt_vrienden_jongedochters
NLB074232_01	Gij_moeder_van_al_die_valse_vrouwen
NLB074234_01	Soldaat_kwam_uit_de_oorlog
NLB074236_01	Het_vierde_gebod_dat_wordt_niet_onderhouden
NLB074238_01	Daar_zou_er_een_maagdje_vroeg_opstaan_1
NLB074239_01	Het_was_op_een_kermisavond_1
NLB074240_01	Daar_achter_in_die_velden
NLB074243_01	Aan_de_oever_van_een_snelle_vliet_1
NLB074244_01	Daar_achter_in_die_velden
NLB074246_01	Er_reed_er_eens_een_ruiter_1
NLB074246_02	Er_reed_er_eens_een_ruiter_1
NLB074247_01	Er_was_onlangs_een_groenteboerin
NLB074248_01	Een_Soudaan_had_een_dochtertje_2
NLB074249_01	Het_vierde_gebod_dat_wordt_niet_onderhouden
NLB074250_01	Ik_ging_laatstmaal_eens_uit_wandelen
NLB074253_01	Het_is_van_een_rijk_en_edel_man_zeer_2
NLB074259_01	De_ruiter_met_zijn_blanke_zwaard_3
NLB074260_01	Er_was_een_meisje_van_zestien_jaren_1
NLB074260_02	Er_was_een_meisje_van_zestien_jaren_1
NLB074261_01	Heer_Halewijn_2
NLB074262_01	In_Frankrijk_buiten_de_poorten_7
NLB074262_03	In_Frankrijk_buiten_de_poorten_7
NLB074270_01	Ik_ging_laatstmaal_eens_uit_wandelen
NLB074275_01	De_ruiter_met_zijn_blanke_zwaard_1
NLB074276_01	Het_was_op_een_driekoningenavond_1
NLB074277_01	Het_was_op_een_driekoningenavond_1
NLB074283_02	Komt_vrienden_jongedochters
NLB074284_01	Een_pachter_was_in_zware_nood_1
NLB074286_01	Femmes_voulez_vous_eprouver
NLB074305_01	En_een_boerin_van_Bakel
NLB074306_01	Schoon_lief_ik_trek_naar_het_armeur
NLB074308_01	Een_Soudaan_had_een_dochtertje_1
NLB074309_01	Er_woonde_een_vrouwtje_al_over_het_bos
NLB074311_01	Zeg_ouders_hoort_wilt_hier_uit_leren
NLB074314_01	Daar_zat_een_uil_en_spon_1
NLB074315_01	Daar_kwam_een_boer_van_Zwitserland_VAR
NLB074326_01	Wat_hoor_ik_hier_in_het_midden_van_de_nacht
NLB074327_02	Ik_ging_er_langs_maden_langs_weiden
NLB074328_01	Daar_was_laatstmaal_een_ruiter_2
NLB074329_01	Toen_ik_op_Neerlands_bergen_stond
NLB074331_01	Daar_reed_een_boer_om_turf
NLB074333_01	Heer_Halewijn_4
NLB074334_01	Er_was_een_meisje_van_zestien_jaren_1
NLB074335_01	De_markgraaf
NLB074336_01	Er_was_een_meisje_van_zestien_jaren_1
NLB074338_01	Heer_Halewijn_5
NLB074339_01	Daar_was_eens_een_oud_soldaat
NLB074341_01	In_Frankrijk_buiten_de_poorten_1
NLB074342_01	Het_was_laatst_op_een_zomerdag
NLB074345_01	Ik_had_een_goed_gedacht_1
NLB074349_01	Er_reed_er_eens_een_ruiter_1
NLB074358_01	In_Amsterdam_beminde_ik_een_hele_knappe_meid
NLB074361_01	In_Frankrijk_buiten_de_poorten_2
NLB074362_01	Daar_was_laatst_een_turfboer
NLB074363_01	Toen_Trien_naar_het_Hoogeveen_toe_ging
NLB074367_02	Des_morgens_um_halb_fumfel
NLB074369_01	Boerendochters_die_hier_in_het_rond_staat
NLB074371_01	Ik_kwam_laatstmaal_over_bergen_en_dalen_1
NLB074373_01	Daar_was_eens_een_boer_1
NLB074378_01	Een_Soudaan_had_een_dochtertje_1
NLB074380_01	Van_Neerkant
NLB074382_01	Toen_ik_voor_het_eerst_bij_die_molen_kwam_1
NLB074384_01	In_Bakel_op_den_Ouwerschoot
NLB074388_01	Er_zou_eens_een_jager_uit_jagen_gaan_1
NLB074389_01	Heer_Halewijn_5
NLB074389_02	Heer_Halewijn_5
NLB074390_01	Femmes_voulez_vous_eprouver
NLB074393_01	Ik_heb_de_groene_straten_2
NLB074402_01	Een_meisje_moest_om_water_gaan
NLB074412_01	In_Frankrijk_buiten_de_poorten_2
NLB074423_02	Er_was_onlangs_een_groenteboerin
NLB074426_02	Heer_Halewijn_2
NLB074427_01	Daar_was_laatstmaal_een_ruiter_2
NLB074430_01	Het_was_op_een_oudejaarsavond_VAR
NLB074432_01	In_Frankrijk_buiten_de_poorten_2
NLB074433_01	Er_reed_er_eens_een_ruiter_1
NLB074434_01	Toen_ik_stond_op_hoge_bergen_1
NLB074435_01	O_dag_o_lang_gewenste_dag_3
